city,colors,shape,state,time
Cactus Flat,RED ORANGE,fireball,SD,6/30/1976 1:00
San Jose,,sphere,CA,6/30/1976 7:00
Berrien Springs,,disk,MI,6/30/1976 12:00
Cambridge,,diamond,MA,6/30/1976 18:00
Hadley,,oval,KY,6/30/1976 20:00
Simi Valley,,light,CA,6/30/1976 20:00
Elmira Heights,,circle,NY,6/30/1976 21:15
Springfield,,disk,LA,6/30/1976 22:00
Brooksville,,disk,FL,6/30/1976 23:00
Johnstown,,triangle,CO,7/1/1976 0:00
San Diego,RED,triangle,CA,7/1/1976 0:00
Santa Cruz,,,CA,7/1/1976 0:00
Grand Chain,,fireball,IL,7/1/1976 14:00
Corpus Christi,,cylinder,TX,7/1/1976 15:00
Lompoc,,circle,CA,7/1/1976 20:00
Philadelphia,,oval,PA,7/1/1976 20:00
Charleston,GREEN,,SC,7/1/1976 21:00
Daytona,,fireball,FL,7/1/1976 21:00
Hudson,,cigar,MI,7/1/1976 21:00
Ft. Belvoir,,formation,VA,7/1/1976 22:00
Gadsden,,disk,AL,7/1/1976 22:00
San Diego,,light,CA,7/1/1976 23:30
Boulder,,disk,CO,7/3/1976 21:00
Allenspark,,teardrop,CO,7/4/1976 1:00
Ridinger Lake,,rectangle,IN,7/4/1976 2:00
Ausable Forks,,sphere,NY,7/4/1976 22:00
Taylorville,,light,IL,7/4/1976 23:59
Allentown,,,PA,7/5/1976 2:46
Kings Bay,YELLOW,light,GA,7/5/1976 23:45
St. Clair Shores,,disk,MI,7/8/1976 15:00
Phoenix,,disk,AZ,7/10/1976 11:30
Strongsville,,triangle,OH,7/10/1976 23:00
Warwick,,cigar,RI,7/12/1976 18:01
Cave Junction,,triangle,OR,7/15/1976 0:00
Nevada,,light,MO,7/15/1976 2:00
Santa Monica,,,CA,7/15/1976 3:00
Winter Park,,fireball,FL,7/15/1976 10:00
St. Louis,,cylinder,MO,7/15/1976 13:00
Hyde Park,,disk,NY,7/15/1976 14:00
Vashon Island,ORANGE,sphere,WA,7/15/1976 14:30
Berthold,,cigar,ND,7/15/1976 15:00
Kissimmee,,circle,FL,7/15/1976 19:00
Orlando,,disk,FL,7/15/1976 20:00
Silverthorne,,disk,CO,7/15/1976 20:00
West Liberty,,circle,IA,7/15/1976 20:00
Memphis,,light,TN,7/15/1976 21:30
Leakey,,light,TX,7/15/1976 21:50
Pine City,,oval,MN,7/15/1976 22:00
St. Charles,,light,MO,7/15/1976 22:30
Bokchito,,circle,OK,7/15/1976 23:00
Greenup,,light,KY,7/15/1976 23:00
Leominster,,,MA,7/15/1976 23:00
Hampton,,,NH,7/17/1976 1:00
Iowa City,,cigar,IA,7/17/1976 21:00
Roseville,,rectangle,MN,7/20/1976 5:30
New Gulf,,triangle,TX,7/20/1976 21:00
Newbury Park,,,CA,7/20/1976 22:50
Durham,,,FL,7/20/1976 23:30
Warren,,disk,MI,7/21/1976 1:00
Brevard,ORANGE,sphere,NC,7/21/1976 23:00
Casper,,circle,WY,7/25/1976 18:00
Warwick,,light,NY,7/26/1976 19:00
Cowley,,cylinder,WY,7/27/1976 1:00
Fort Lauderdale,,disk,FL,7/28/1976 3:30
Fort Lauderdale,,disk,FL,7/28/1976 21:00
South Africa,,oval,AR,7/30/1976 20:00
Georgetown,,light,TX,8/1/1976 0:00
Arlington,,disk,VT,8/1/1976 18:00
San Jose,,disk,CA,8/1/1976 21:00
Houston,,,TX,8/1/1976 23:20
Sacramento,,rectangle,CA,8/8/1976 19:30
Mountlake Terrace,,triangle,WA,8/8/1976 23:00
Port Richey,GREEN,formation,FL,8/8/1976 23:30
Northwood,,light,IA,8/10/1976 1:00
Arcola,,cross,VA,8/10/1976 21:00
Sebago,,light,ME,8/10/1976 22:30
Portland,,triangle,OR,8/11/1976 21:00
Avenue City,,light,MO,8/15/1976 2:00
McDermitt,RED,cylinder,NV,8/15/1976 16:30
Birmingham,,disk,AL,8/15/1976 18:00
Buellton,,other,CA,8/15/1976 19:00
Kenosha,,triangle,WI,8/15/1976 21:00
Lincoln Park,,circle,MI,8/15/1976 22:00
Hatboro,,sphere,PA,8/15/1976 22:30
Weekapaug,,formation,RI,8/15/1976 22:30
Ossipee,,light,NH,8/15/1976 23:00
Tierra Verde,,various,FL,8/15/1976 23:00
Sycamore,,triangle,IL,8/18/1976 17:00
Los Angeles,,rectangle,CA,8/20/1976 1:00
Kissimmee,,disk,FL,8/20/1976 20:00
Jonesboro,,triangle,LA,8/25/1976 22:00
Portland,,cigar,OR,8/30/1976 2:00
Canon City,,oval,CO,9/1/1976 4:00
San Antonio,,sphere,TX,9/1/1976 9:00
St. Agatha,,light,ME,9/1/1976 19:00
Lighthouse Point,,disk,FL,9/1/1976 21:00
Washougal,,light,WA,9/1/1976 22:00
Belzoni,,light,MS,9/1/1976 22:30
Ahwahnee,BLUE,fireball,CA,9/1/1976 23:00
Moose Lake,,disk,MN,9/2/1976 3:00
Broadview Heights,,disk,OH,9/5/1976 2:00
County,RED,other,KY,9/7/1976 18:45
Franconia,,other,NH,9/10/1976 3:00
O'Fallon,RED,disk,IL,9/10/1976 15:30
New York City,,disk,NY,9/10/1976 22:00
Albany,,circle,NY,9/10/1976 23:00
Rancho Palos Verdes,,sphere,MT,9/15/1976 16:30
Laredo,,oval,TX,9/15/1976 18:00
Lynch Station,,light,VA,9/15/1976 19:30
Sacramento,,oval,CA,9/15/1976 20:00
Centralia,,other,IL,9/15/1976 21:00
Hoodsport,,,WA,9/15/1976 21:00
Bordentown,,oval,NJ,9/19/1976 22:00
Williamsburg,,circle,KY,9/20/1976 7:30
Akron,,light,OH,9/25/1976 22:00
St. Paul,GREEN,,MN,9/27/1976 3:00
Hartville,,disk,OH,10/1/1976 7:00
Fairport,,disk,NY,10/1/1976 19:00
Thonotosassa,,disk,FL,10/1/1976 21:00
Charleston AFS,,,ME,10/2/1976 1:00
Limestone,,disk,ME,10/2/1976 22:00
Washougal,,oval,WA,10/10/1976 20:30
Emporia,,disk,KS,10/12/1976 23:00
Mineral King,,disk,CA,10/15/1976 17:30
Rochester,RED,,NY,10/15/1976 19:30
Eveleth,,light,MN,10/15/1976 21:00
Almena,,,WI,10/15/1976 23:00
New Gretna,,triangle,NJ,10/16/1976 0:00
Avon Lake,,circle,OH,10/20/1976 0:00
Soldotna,RED,sphere,AK,10/20/1976 22:00
St. George,RED,light,UT,10/21/1976 21:00
Dallas,,disk,TX,10/30/1976 16:30
Louisville,,disk,KY,10/30/1976 22:50
Los Angeles,,oval,CA,10/31/1976 18:00
Garland,,other,TX,10/31/1976 20:00
Wilmington,,disk,DE,11/1/1976 21:30
Orchard Lake,,rectangle,MI,11/5/1976 19:30
Hartsville,,light,SC,11/11/1976 20:00
Tarboro,,disk,NC,11/12/1976 18:00
Oscoda,,disk,MI,11/15/1976 21:00
Taunton,ORANGE,fireball,MA,11/15/1976 22:00
Bedford Heights,BLUE,oval,OH,11/15/1976 23:00
Pennsylvania,,disk,PA,11/17/1976 15:00
Sierra Vista,,,AZ,11/19/1976 23:00
Virginia,,fireball,VA,11/25/1976 20:20
Omaha,,rectangle,NE,11/25/1976 23:00
Houston,,circle,TX,11/26/1976 3:30
Stead Nevada,,disk,NV,11/27/1976 15:00
Milford,,disk,CT,12/3/1976 15:30
Monrovia,,triangle,IN,12/3/1976 23:00
Davie,,various,FL,12/6/1976 5:30
Junction City,,diamond,KS,12/15/1976 22:15
Winslow,,disk,ME,12/25/1976 19:00
Conshohocken,,other,PA,12/27/1976 19:00
New Canaan,,,CT,1/1/1977 2:30
Great Neck,,cylinder,NY,1/1/1977 12:00
New York City,,sphere,NY,1/1/1977 19:30
La Crescenta,,formation,CA,1/1/1977 20:00
Westminster,,disk,CA,1/1/1977 20:00
El Paso,,,TX,1/14/1977 22:00
Dingman's Ferry,,light,PA,1/15/1977 1:00
Scottsbluff County,,chevron,NE,1/15/1977 20:10
Fall River,,oval,RI,1/18/1977 17:45
Riverside,,oval,RI,1/18/1977 17:45
Coventry,,triangle,RI,1/19/1977 20:30
Ft. Knox,,light,KY,2/15/1977 2:30
Joyce Kilmer Slickrock Creek Wilderness,,circle,NC,2/15/1977 20:00
Bloomington,,oval,IN,2/21/1977 23:42
Terre Haute,,,IN,3/1/1977 12:12
Hamlet,,sphere,IL,3/1/1977 20:00
Hometown,,triangle,PA,3/2/1977 20:45
St. Louis,,circle,MO,3/11/1977 13:00
Stevens Pass,ORANGE,sphere,WA,3/15/1977 20:30
Brea,,formation,CA,3/15/1977 22:00
Los Angeles,,disk,CA,3/17/1977 18:00
Lake Worth,,chevron,TX,3/19/1977 19:00
Los Angeles,,other,CA,3/19/1977 20:30
Minneola,,cigar,FL,3/20/1977 11:00
Ridgway,RED,rectangle,IL,3/20/1977 20:00
Southgate,,disk,MI,3/27/1977 10:00
Louisville,RED,light,KY,4/1/1977 22:00
Silver Spring,,disk,MD,4/11/1977 14:00
Hattiesburg,RED GREEN,cigar,MS,4/15/1977 5:00
Hattiesburg,RED GREEN,cigar,MS,4/15/1977 17:00
Phoenix,,cigar,AZ,4/15/1977 21:00
Clearence Center,,oval,NY,4/15/1977 23:00
South Royalton,,disk,VT,4/16/1977 14:00
Long Green,,disk,MD,4/17/1977 16:30
Augusta,,rectangle,GA,4/17/1977 22:00
Kansas City,RED,other,MO,4/26/1977 18:05
Sinton,,oval,TX,4/30/1977 23:00
Bridgeport,,disk,CT,5/1/1977 0:00
Jacksonville,,triangle,AR,5/1/1977 0:00
none,,sphere,FL,5/1/1977 1:00
Yazoo City,,oval,MS,5/1/1977 17:00
Des Plaines,,oval,IL,5/1/1977 19:00
Palatine,,oval,IL,5/1/1977 19:00
Winamuccha,,cigar,NV,5/1/1977 20:25
Freeland,,other,MI,5/1/1977 21:30
Denver,,light,CO,5/1/1977 22:00
Kinder,,sphere,LA,5/8/1977 16:00
Kemah,,light,TX,5/10/1977 1:00
Salem,,cigar,OR,5/15/1977 0:00
Elmont,,disk,VA,5/15/1977 8:00
Minneapolis,RED GREEN,,MN,5/15/1977 23:00
Marana,,sphere,AZ,5/22/1977 20:00
Mettacahonts,,circle,NY,5/23/1977 21:00
Marshall,,cigar,IL,5/25/1977 1:00
Meridian,,disk,ID,5/28/1977 0:00
Meridian,,disk,ID,5/28/1977 0:01
Los Angeles,,cigar,CA,5/28/1977 21:00
Watertown,,cigar,NY,5/29/1977 23:30
Bratenhaul,,disk,OH,5/30/1977 10:00
Clements,,various,CA,6/1/1977 0:00
Miami,,diamond,FL,6/1/1977 0:00
Raymond,,triangle,NH,6/1/1977 0:30
Hesperia,,egg,CA,6/1/1977 1:00
Coral Springs,,triangle,FL,6/1/1977 1:30
Hanna City,,cylinder,IL,6/1/1977 2:00
Plantation,,circle,FL,6/1/1977 2:00
Shaver Lake,,cigar,CA,6/1/1977 3:30
Fort Worth,,disk,TX,6/1/1977 16:00
Shelby,,circle,OH,6/1/1977 17:00
Meriden,,oval,CT,6/1/1977 20:00
San Antonio,,oval,TX,6/1/1977 21:00
Butte Meadows,,,CA,6/1/1977 22:00
Hart's Location,,circle,NH,6/1/1977 22:00
John Day,RED ORANGE,oval,OR,6/1/1977 22:00
Simi Valley,RED,disk,CA,6/1/1977 22:00
Grand Forks,,circle,ND,6/1/1977 23:00
Houtzdale R.D.,,egg,PA,6/1/1977 23:00
Yazoo City,,oval,MS,6/1/1977 23:00
Hudson,,circle,NH,6/1/1977 23:30
Gaithersburg,,cigar,MD,6/1/1977 23:45
Valley Station,,circle,KY,6/4/1977 23:00
Napa,,disk,CA,6/6/1977 19:00
Winston,,circle,OR,6/7/1977 23:00
Kingsville,,disk,TX,6/10/1977 15:00
Stockton,,disk,CA,6/10/1977 20:00
Leesburg,,other,FL,6/10/1977 20:30
Santa Rosa,,chevron,CA,6/10/1977 21:00
Dekalb,,other,IL,6/10/1977 22:30
Barstow,,,CA,6/15/1977 1:00
Fort Worth,,sphere,TX,6/15/1977 1:00
Stillwater,,light,OK,6/15/1977 1:00
Kodiak Island,,circle,AK,6/15/1977 2:00
Indiana,,,IN,6/15/1977 10:00
Cedar City,,triangle,UT,6/15/1977 13:00
West Palm Beach,,disk,FL,6/15/1977 15:00
Arlington Heights,,disk,IL,6/15/1977 19:00
Medina,,disk,OH,6/15/1977 20:00
New Orleans,,,LA,6/15/1977 20:00
Sacramento,,disk,CA,6/15/1977 20:30
Asheville,,,NC,6/15/1977 21:00
Auburn,,triangle,CA,6/15/1977 21:00
Gaithersburg,,oval,MD,6/15/1977 21:00
Newington,,disk,NH,6/15/1977 21:00
Newport,,light,OR,6/15/1977 21:30
San Diego,BLUE,sphere,CA,6/15/1977 21:30
Fort Collins,,cigar,CO,6/15/1977 22:00
Otis,RED GREEN,disk,MA,6/15/1977 22:30
Topeka,,light,KS,6/15/1977 22:30
Ridgefield,,circle,WA,6/15/1977 23:00
Rockville,,disk,MD,6/16/1977 19:00
Interstate 65,,light,AL,6/16/1977 22:00
Columbia,,oval,NC,6/17/1977 1:00
Lake Worth,,cigar,FL,6/17/1977 23:15
Arvada,,light,CO,6/19/1977 22:05
Accord,RED,triangle,NY,6/20/1977 20:30
Chopin,,fireball,LA,6/21/1977 21:00
Boston,,sphere,MA,6/24/1977 1:00
Scott County,,circle,KY,6/25/1977 0:00
Waitesfield,ORANGE,light,VT,6/29/1977 3:00
Lawrenceville,,disk,GA,6/30/1977 0:00
Russellville,,light,AR,6/30/1977 1:00
Whittier,,triangle,CA,6/30/1977 16:00
San Jose,,flash,CA,6/30/1977 20:30
Cambridge,,other,MA,6/30/1977 21:00
Clarion,,diamond,PA,6/30/1977 22:00
St. Joseph,,oval,MI,6/30/1977 23:45
Edgemoor,,disk,SC,7/1/1977 0:00
Edgemoore,,disk,SC,7/1/1977 0:00
Racine,,disk,WI,7/1/1977 2:00
Anniston,,disk,AL,7/1/1977 12:00
Miami,,triangle,FL,7/1/1977 15:00
Fenton,GREEN,circle,MI,7/1/1977 19:00
Burnet,,light,TX,7/1/1977 22:00
Nashua,,disk,NH,7/1/1977 23:00
Close to Carlsbad Cavrans,,egg,NM,7/2/1977 1:00
Glen Head,,cigar,NY,7/2/1977 14:00
Don't remember,,circle,NH,7/2/1977 20:30
Hampton,,circle,NH,7/2/1977 21:00
Waddy,,light,KY,7/3/1977 11:00
Marley Park,,sphere,MD,7/4/1977 14:00
Toppenish,,disk,WA,7/4/1977 19:45
Federal Way,,circle,WA,7/4/1977 22:00
Happy,,diamond,TX,7/4/1977 23:59
Kekaha,,circle,HI,7/5/1977 2:00
Greenup,,cigar,IL,7/7/1977 18:00
Brier Hill,,disk,PA,7/8/1977 15:30
California Hotsprings,,disk,CA,7/9/1977 20:30
Calumet City,ORANGE BLUE,circle,IL,7/10/1977 21:00
Des Moines,,triangle,IA,7/12/1977 1:30
Hillsborough,,cigar,CA,7/12/1977 1:30
St. Petersburg,,disk,FL,7/12/1977 14:00
Live Oak,,triangle,CA,7/14/1977 13:00
Greenville,,,MI,7/14/1977 23:00
Rock Hill,,disk,SC,7/15/1977 0:00
Edgemoore,,,SC,7/15/1977 0:01
Arleta,,triangle,CA,7/15/1977 1:00
New Albany,,oval,OH,7/15/1977 19:00
Albuquerque,,chevron,NM,7/15/1977 21:00
Orlando,,disk,FL,7/15/1977 21:00
San Francisco,,circle,CA,7/15/1977 21:30
Huntington Beach,RED GREEN,rectangle,CA,7/15/1977 21:45
Houtzdale,,fireball,PA,7/15/1977 22:30
Orlando,,disk,FL,7/15/1977 23:00
Fairview,,circle,NJ,7/17/1977 15:00
Williamsburg,,cigar,VA,7/20/1977 20:15
Milwaukee,,formation,WI,7/20/1977 22:30
Atwater,,disk,CA,7/22/1977 23:00
Albuquerque,,oval,NM,7/24/1977 7:00
Cerrillos,,triangle,NM,7/24/1977 23:45
Danbury,,disk,CT,7/25/1977 20:00
Hebron,,oval,KY,7/25/1977 23:00
So. Farmingdale,BLUE,,NY,7/26/1977 14:00
So. Farmingdale,,circle,NY,7/26/1977 14:00
Aurora,,chevron,CO,7/30/1977 3:00
Aurora,,light,CO,7/30/1977 22:00
Whittier,,chevron,CA,8/1/1977 2:00
Pleasenton,,disk,CA,8/1/1977 16:00
Tinsley,,cigar,MS,8/1/1977 16:00
Fairfield,,other,CT,8/1/1977 19:00
Marthasville,,circle,MO,8/1/1977 21:30
Mechanicsburg,,triangle,PA,8/1/1977 22:00
Washburn,,chevron,TN,8/1/1977 23:30
Branford,,disk,CT,8/7/1977 20:30
Tomahawk,,oval,WI,8/7/1977 21:44
Portsmouth,,rectangle,NH,8/8/1977 18:00
Jefferson,RED BLUE,triangle,OH,8/8/1977 21:00
Twentynine Palms,,,CA,8/8/1977 23:00
Denver,,triangle,CO,8/9/1977 22:00
Hazard,,light,KY,8/10/1977 1:00
Minneapolis,,disk,MN,8/10/1977 21:10
Cartecay,,triangle,GA,8/11/1977 17:00
San Leandro,,disk,CA,8/12/1977 3:00
Michigan City,,sphere,IN,8/12/1977 22:00
Olney,,triangle,IL,8/14/1977 16:30
Rockford,,,MN,8/15/1977 1:00
Brea,,light,CA,8/15/1977 2:00
Portage Lake,,disk,ME,8/15/1977 2:00
Plymouth,,light,IN,8/15/1977 3:00
Rolla,,disk,MO,8/15/1977 17:00
Bristol,ORANGE,sphere,IN,8/15/1977 20:30
Caribou,GREEN,light,ME,8/15/1977 20:30
Interstate 65,,light,AL,8/15/1977 23:00
Black River Falls,,light,WI,8/18/1977 19:30
Huntington Beach,,circle,CA,8/22/1977 0:00
Ukiah,,various,CA,8/28/1977 21:50
Everton,,,MO,8/31/1977 0:00
Bourbonnais,,triangle,IL,9/1/1977 0:00
Middletown,,,PA,9/1/1977 0:00
Plano,,disk,TX,9/1/1977 13:00
Everett,,triangle,WA,9/1/1977 16:00
Arlington,,sphere,VT,9/1/1977 18:00
Diamond Bar,,chevron,CA,9/1/1977 18:30
Middletown,,disk,PA,9/1/1977 18:30
Grand Rapids,,cone,MI,9/1/1977 20:00
Keene Valley,BLUE,light,NY,9/1/1977 20:00
Dublin,,triangle,HI,9/1/1977 21:00
Tahlequah,,triangle,OK,9/1/1977 23:00
Texas,,cigar,TX,9/10/1977 13:00
Gabbs,,triangle,NV,9/12/1977 19:00
Beatty,,light,OR,9/15/1977 0:00
Childs,,,AZ,9/15/1977 0:00
Alhambra,,disk,CA,9/15/1977 13:44
Knoxville,,disk,TN,9/15/1977 18:00
Dublin,,triangle,NH,9/15/1977 20:00
Heber,,triangle,AZ,9/15/1977 21:00
Iselton,,light,CA,10/1/1977 1:00
Fountain Valley,ORANGE,other,CA,10/1/1977 19:00
Ferndale,,other,CA,10/1/1977 22:00
Akron,,cylinder,OH,10/5/1977 22:00
San Antonio,,other,TX,10/10/1977 12:00
Louisville,,light,KY,10/10/1977 22:00
Biloxi,,triangle,MS,10/15/1977 21:00
Orlando,GREEN,disk,FL,10/15/1977 22:00
Kennewick,RED,light,WA,10/15/1977 23:00
East Haven,,disk,CT,10/16/1977 18:00
Christmas Valley,,formation,OR,10/25/1977 19:30
Ft. Wayne,,disk,IN,10/27/1977 23:30
Marble Hill,,,MO,11/1/1977 23:30
Brockport,,disk,NY,11/4/1977 17:00
Weimar,,other,CA,11/8/1977 14:00
Jackson,,triangle,MS,11/11/1977 22:00
Newburgh,,disk,NY,11/15/1977 1:00
Sidney,RED GREEN BLUE,circle,MT,11/15/1977 20:30
Kalamazoo,,disk,MI,11/15/1977 22:30
Bensalem,RED,sphere,PA,11/17/1977 19:00
Aurora,,circle,CO,11/20/1977 19:00
Tahlequah,,triangle,OK,11/22/1977 23:30
Saint James,RED,sphere,NY,11/23/1977 16:15
New Hampton,,other,NH,11/24/1977 22:30
Canandaigua,,triangle,NY,11/26/1977 14:00
Jones,RED BLUE,other,MS,11/27/1977 19:06
Fort Lauderdale,,chevron,FL,12/3/1977 0:50
New Albany,,disk,IN,12/15/1977 12:00
Malvern,RED,light,AR,12/15/1977 22:00
Muscoda,RED,triangle,WI,12/17/1977 19:30
Jackson,,,MS,12/24/1977 0:00
Philadelphia,,oval,NY,12/24/1977 23:00
Worcester,,disk,MA,12/28/1977 20:00
Carlyss,,,LA,1/1/1978 1:00
June Lake,,disk,CA,1/1/1978 1:00
Whittier,,triangle,CA,1/1/1978 2:30
Sagle,,sphere,ID,1/1/1978 13:00
Warwick,RED,sphere,RI,1/5/1978 0:00
Westport,,other,CA,1/6/1978 1:00
Bristol,,,TN,1/7/1978 2:00
Chatsworth,,circle,CA,1/9/1978 3:30
Thousand Oaks,YELLOW,circle,CA,1/9/1978 4:30
Grand Rapids,,disk,MI,1/12/1978 20:00
Grand Rapids,,disk,MI,1/12/1978 20:00
Midland,,cigar,TX,1/20/1978 2:00
Meriden,,diamond,CT,1/22/1978 22:00
Massachusetts,,fireball,NH,1/27/1978 0:00
Detroit,,,MI,2/1/1978 0:00
Dublin,,triangle,NH,2/1/1978 22:00
Brighton,,triangle,MI,2/9/1978 19:45
Escawtawpa,,disk,MS,2/11/1978 3:00
Eastport,ORANGE,cigar,ME,2/15/1978 2:00
Waltham,,,MA,2/15/1978 3:00
Geneseo,,,NY,2/20/1978 19:00
Soccoro,BLUE,,NM,2/21/1978 3:00
Los Gatos,,oval,CA,3/1/1978 17:00
Saint Clair Shores,,oval,MI,3/1/1978 19:30
Stoughton,,other,MA,3/1/1978 22:00
Yreka,,triangle,CA,3/4/1978 22:00
Rose Hill,,rectangle,NC,3/5/1978 21:00
Simi Valley,,oval,CA,3/7/1978 22:00
Bellevue,,disk,WA,3/10/1978 21:00
Lolo,,light,MT,3/15/1978 1:00
Mississippi,,disk,MS,3/15/1978 13:00
Denver,,triangle,CO,3/17/1978 19:00
Medford,,disk,OR,3/21/1978 4:00
Winterhaven,,disk,CA,3/25/1978 22:00
Farmington,,circle,NM,4/1/1978 4:00
Green Springs,,cylinder,OH,4/1/1978 21:30
Los Angeles,BLUE,,CA,4/4/1978 2:00
Natick,,sphere,MA,4/4/1978 21:00
Natick,,sphere,MA,4/4/1978 21:15
Natick,,sphere,MA,4/4/1978 22:00
Chittenango,,fireball,NY,4/6/1978 20:00
Pleasant Hill,,,OR,4/15/1978 13:00
Richardson,,other,TX,4/15/1978 13:00
Albuquerque,,disk,NM,4/15/1978 18:00
Westland,,disk,MI,4/19/1978 23:00
Tiffen Valley,,flash,OH,4/21/1978 0:00
Wrightstown,,light,PA,5/1/1978 0:00
Big Bear Lake,,disk,CA,5/1/1978 18:00
Midway,,other,KY,5/2/1978 21:00
Gardner,,oval,MA,5/5/1978 6:30
Pasadena,,cigar,CA,5/5/1978 13:00
Fort Worth,,light,TX,5/6/1978 0:00
Barrington,,triangle,IL,5/6/1978 21:00
Grand Prairie,,triangle,TX,5/7/1978 21:50
San Diego,,various,CA,5/10/1978 20:30
Sandwich,BLUE,triangle,MA,5/10/1978 20:30
Paramus,,cigar,NJ,5/24/1978 1:30
Philadelphia,,fireball,PA,5/29/1978 20:00
Grants Pass,RED YELLOW GREEN BLUE,disk,OR,6/1/1978 0:00
Grand Saline,,light,TX,6/1/1978 0:30
Marshall,,cigar,IL,6/1/1978 1:00
Lancaster,,sphere,OH,6/1/1978 3:00
Las Vegas,,light,NV,6/1/1978 5:00
Hudsonville,,other,MI,6/1/1978 12:00
Katy,,egg,TX,6/1/1978 13:00
Georgia coast,,diamond,GA,6/1/1978 14:00
Attica,,oval,MI,6/1/1978 18:00
Fulton,,fireball,MO,6/1/1978 18:00
North Adams,,sphere,MA,6/1/1978 19:00
Pensacola,,oval,FL,6/1/1978 19:00
Elsberry,,light,MO,6/1/1978 20:00
Fort Hood,,circle,TX,6/1/1978 20:00
Ocean City,,triangle,NJ,6/1/1978 20:00
Philadelphia,,other,PA,6/1/1978 20:00
Columbia,,circle,SC,6/1/1978 21:00
John's Island,GREEN,oval,SC,6/1/1978 21:00
Paterson,,disk,NJ,6/1/1978 21:00
Lee Park,,disk,PA,6/1/1978 21:30
Bourbonnais,,disk,IL,6/1/1978 22:00
Florida Keys,,,FL,6/1/1978 22:00
Paxton,GREEN,,IL,6/1/1978 22:00
Sterling Park,,disk,VA,6/1/1978 22:00
Victoria,,oval,TX,6/1/1978 22:00
Dallas,,oval,TX,6/5/1978 19:20
Tennyson,,flash,TX,6/10/1978 13:00
Diamond Bar,,,CA,6/12/1978 0:00
Los Angeles,,triangle,CA,6/14/1978 9:15
Warrensville,,triangle,PA,6/15/1978 0:00
Appleton,,light,MN,6/15/1978 0:30
Michigan,,,MI,6/15/1978 1:30
Boston,,sphere,MA,6/15/1978 3:00
Hoopa,,oval,CA,6/15/1978 12:00
Orange,,circle,CA,6/15/1978 14:00
Levittown,,disk,NY,6/15/1978 17:00
Granite Station,,cylinder,CA,6/15/1978 17:30
Zimmerman,,teardrop,MN,6/15/1978 18:00
Madison Heights,,circle,VA,6/15/1978 19:30
Lowell,,cigar,MA,6/15/1978 20:00
Mancelona,,disk,MI,6/15/1978 20:00
Baton Rouge,,oval,LA,6/15/1978 20:30
Chattanooga,,disk,TN,6/15/1978 21:00
Mancelona,,disk,MI,6/15/1978 21:00
Stanwood,,other,WA,6/15/1978 21:00
Mancelona,,disk,MI,6/15/1978 22:00
Mansfield,,,PA,6/15/1978 22:00
Seattle,,,WA,6/15/1978 22:30
Madera,,fireball,PA,6/15/1978 23:00
St. Clair,,sphere,PA,6/20/1978 0:00
Three Oaks,,disk,MI,6/20/1978 23:00
Albany,,fireball,NY,6/21/1978 3:00
Lemoore Naval Air Force Base,,oval,CA,6/23/1978 9:30
Gulfport,,other,MS,6/24/1978 1:00
Sadieville,,disk,KY,6/25/1978 7:00
Griffin,,disk,GA,6/30/1978 0:00
New Bedford,,fireball,MA,6/30/1978 1:00
Twentynine Palms,,egg,CA,6/30/1978 2:30
SerlingHights,ORANGE,circle,IL,6/30/1978 3:00
Hollister,,disk,CA,6/30/1978 14:00
St. Petersburg,,formation,FL,6/30/1978 15:00
Elmsford,,disk,NY,6/30/1978 16:00
Ashtabula,,cylinder,OH,6/30/1978 18:00
Nashua,,disk,NH,6/30/1978 20:00
Del Rio,,oval,TX,6/30/1978 20:30
Lake Havasu,,triangle,AZ,6/30/1978 21:00
New York City,,oval,NY,6/30/1978 21:00
Taylor,,disk,MI,6/30/1978 21:00
Miami,,light,FL,6/30/1978 22:00
Piscataway,,,NJ,6/30/1978 22:00
Oreland,,other,PA,7/1/1978 0:00
Edina,,triangle,MN,7/1/1978 0:30
Lakes Region area of Central New Hampshire,,disk,NH,7/1/1978 1:00
Memphis,,triangle,TN,7/1/1978 1:00
Los Angeles,,circle,CA,7/1/1978 2:00
Fort Drum,RED,light,NY,7/1/1978 8:45
Chester,,chevron,NY,7/1/1978 14:00
Quincy,,triangle,CA,7/1/1978 15:00
Mojave,,sphere,CA,7/1/1978 17:00
Carson,,,CA,7/1/1978 17:30
Riverside,,triangle,CA,7/1/1978 20:00
Toledo,,light,OH,7/1/1978 21:30
Delta,BLUE,disk,PA,7/1/1978 22:00
Logansport,,sphere,IN,7/1/1978 22:00
Monsey,,triangle,NY,7/1/1978 22:00
New Rochelle,,oval,NY,7/1/1978 22:00
Lake Martin,,oval,AL,7/1/1978 23:00
Newnan,,rectangle,GA,7/1/1978 23:00
Kansas City,,disk,KS,7/2/1978 8:00
Kansas City,,disk,PA,7/2/1978 9:00
Greenriver Lake State Park,,circle,KY,7/4/1978 2:00
Oak Harbor,,cigar,WA,7/4/1978 12:00
Fayetteville,,disk,NC,7/4/1978 19:00
San Diego,,triangle,CA,7/4/1978 19:00
Nashua,,circle,NH,7/4/1978 20:00
Reseda,RED,sphere,CA,7/4/1978 21:00
Danville,,sphere,IL,7/4/1978 22:15
Morgantown,,various,WV,7/4/1978 23:00
Allentown,,disk,PA,7/4/1978 23:59
New Albany,,other,IN,7/7/1978 12:00
